source,utt,tok_utt,season,episode,sr_number 
Phoebe,Okay.,"[Okay, .]",3,1,9789
Phoebe,"Just-just, you know, the-the lovely waterfalls, and the, the trickling fountains.","[Just, -, just, ,, you, know, ,, the, -, the, lovely, waterfalls, ,, and, the, ,, the, trickling, fountains, .]",3,1,9790
Phoebe,And the-the calming sounds of the babbling brook....,"[And, the, -, the, calming, sounds, of, the, babbling, brook, ....]",3,1,9791
Monica,"Okay, this isn't working. I'm still awake and now I have to pee.","[Okay, ,, this, is, n't, working, ., I, 'm, still, awake, and, now, I, have, to, pee, .]",3,1,9792
Ross,"OK sweetie, I'll see you later.","[OK, sweetie, ,, I, 'll, see, you, later, .]",2,2,9793
Julie,See you later Rach.,"[See, you, later, Rach, .]",2,2,9794
Rachel,Bye-bye Julie.,"[Bye, -, bye, Julie, .]",2,4,9795
Rachel,Hey.,"[Hey, .]",2,4,9796
Ross,Hey.,"[Hey, .]",2,4,9797
Rachel,"Hey, c'mon, cut it out.","[Hey, ,, c'mon, ,, cut, it, out, .]",2,4,9798
Ross,Hey?,"[Hey, ?]",2,4,9799
Rachel,What?,"[What, ?]",2,4,9800
Ross,Can I ask you somethin'?,"[Can, I, ask, you, somethin', ?]",2,4,9801
Phoebe,"Hey Rach, wanna hear the new song I'm thinkin' of singing this afternoon? I wrote it this morning in the shower.","[Hey, Rach, ,, wanna, hear, the, new, song, I, 'm, thinkin, ', of, singing, this, afternoon, ?, I, wrote, it, this, morning, in, the, shower, .]",2,6,9802
Rachel,Ok.,"[Ok, .]",2,6,9803
Terry,"Uh, Rachel, sweetheart, could I see ya for a minute?","[Uh, ,, Rachel, ,, sweetheart, ,, could, I, see, ya, for, a, minute, ?]",2,6,9804
Rachel,What's up?,"[What, 's, up, ?]",2,6,9805
Terry,F.Y.I..,"[F.Y.I, ..]",2,6,9806
Terry,I've decided to pay a professional musician to play in here on Sunday afternoons.,"[I, 've, decided, to, pay, a, professional, musician, to, play, in, here, on, Sunday, afternoons, .]",2,6,9807
Terry,Her name is Stephanie... something.,"[Her, name, is, Stephanie, ..., something, .]",2,6,9808
Terry,She's supposed to be very good.,"[She, 's, supposed, to, be, very, good, .]",2,6,9809
Rachel,But what about Phoebe?,"[But, what, about, Phoebe, ?]",2,6,9810
Terry,"Rachel, it's not that your friend is bad, it's that she's so bad, she makes me want to put my finger through my eye into my brain and swirl it around.","[Rachel, ,, it, 's, not, that, your, friend, is, bad, ,, it, 's, that, she, 's, so, bad, ,, she, makes, me, want, to, put, my, finger, through, my, eye, into, my, brain, and, swirl, it, around, .]",2,6,9811
Rachel,"Ok, ok, so you're not a fan, but I mean, come on, you cannot do this to her.","[Ok, ,, ok, ,, so, you, 're, not, a, fan, ,, but, I, mean, ,, come, on, ,, you, can, not, do, this, to, her, .]",2,6,9812
Terry,Uh...,"[Uh, ...]",2,6,9813
Rachel,"Oh, no no no no. Oh no no no no. I have to do this to her?","[Oh, ,, no, no, no, no, ., Oh, no, no, no, no, ., I, have, to, do, this, to, her, ?]",2,6,9814
Ross,"Ahh, no.","[Ahh, ,, no, .]",3,12,9815
Rachel,Oh.,"[Oh, .]",3,12,9816
Ross,Are you jealous?,"[Are, you, jealous, ?]",3,12,9817
Rachel,"Noo, I y'know I don't see why she has to play with you, that's all.","[Noo, ,, I, y'know, I, do, n't, see, why, she, has, to, play, with, you, ,, that, 's, all, .]",3,12,9818
Rachel,I mean doesn't she have any y'know other stripper moms friends of her own?,"[I, mean, does, n't, she, have, any, y'know, other, stripper, moms, friends, of, her, own, ?]",3,12,9819
Ross,You are totally jealous.,"[You, are, totally, jealous, .]",3,12,9820
Rachel,I'm not jealous.,"[I, 'm, not, jealous, .]",3,12,9821
Rachel,"All right this is about, umm, people feeling certain things y'know about strippers.","[All, right, this, is, about, ,, umm, ,, people, feeling, certain, things, y'know, about, strippers, .]",3,12,9822
Rachel,"And y'know, and um, I...","[And, y'know, ,, and, um, ,, I, ...]",3,12,9823
Ross,"Honey, I love you too.","[Honey, ,, I, love, you, too, .]",3,12,9824
Rachel,"Ugh. Wait, wait, wait.","[Ugh, ., Wait, ,, wait, ,, wait, .]",3,12,9825
Ross,What?,"[What, ?]",3,12,9826
Ross,Huh.,"[Huh, .]",3,12,9827
Rachel,"Well, there's a kiss that he won't forget for a couple of hours, y'know.","[Well, ,, there, 's, a, kiss, that, he, wo, n't, forget, for, a, couple, of, hours, ,, y'know, .]",3,12,9828
Chandler,"Yeah. Either that, or you just turned him on and sent him off to a stripper.","[Yeah, ., Either, that, ,, or, you, just, turned, him, on, and, sent, him, off, to, a, stripper, .]",3,12,9829
Chandler,I can't believe you came back.,"[I, ca, n't, believe, you, came, back, .]",3,6,9830
Rachel,Don't say anything.,"[Do, n't, say, anything, .]",3,6,9831
Rachel,"I don't wanna speak, I don't wanna think.","[I, do, n't, wanna, speak, ,, I, do, n't, wanna, think, .]",3,6,9832
Rachel,"I just want you to take me and kiss me and make love to me right here, right now.","[I, just, want, you, to, take, me, and, kiss, me, and, make, love, to, me, right, here, ,, right, now, .]",3,6,9833
Friend No. 2,Rachel! Rachel!,"[Rachel, !, Rachel, !]",3,6,9834
Rachel,What?,"[What, ?]",3,6,9835
Friend No. 2,You missed the exit!,"[You, missed, the, exit, !]",3,6,9836
Rachel,"Oh, sorry.","[Oh, ,, sorry, .]",3,6,9837
Friend No. 1,"My God, what were you thinking about?","[My, God, ,, what, were, you, thinking, about, ?]",3,6,9838
Rachel,"Um,  Barry.","[Um, ,,  , Barry, .]",3,6,9839
Her-Friends,Awwwww,[Awwwww],3,6,9840
Phoebe,"I just-I thought you guys were doing it, I didn't know you were in love!","[I, just, -, I, thought, you, guys, were, doing, it, ,, I, did, n't, know, you, were, in, love, !]",5,14,9841
Joey,Dude!,"[Dude, !]",5,14,9842
Chandler,And hats off to Phoebe. Quite a competitor.  And might I say your breasts are still showing.,"[And, hats, off, to, Phoebe, ., Quite, a, competitor, .,  , And, might, I, say, your, breasts, are, still, showing, .]",5,14,9843
Phoebe,God!,"[God, !]",5,14,9844
Joey,All right! So that's it! It's over! Everybody knows!,"[All, right, !, So, that, 's, it, !, It, 's, over, !, Everybody, knows, !]",5,14,9845
Monica,"Well actually, Ross doesn't.","[Well, actually, ,, Ross, does, n't, .]",5,14,9846
Chandler,"Yes, and we'd appreciate it if no one told him yet.","[Yes, ,, and, we, 'd, appreciate, it, if, no, one, told, him, yet, .]",5,14,9847
Ross,Dear Mary-Angela.,"[Dear, Mary, -, Angela, .]",3,11,9919
Ross,Hi.,"[Hi, .]",3,11,9920
Ross,How?s it going.,"[How?s, it, going, .]",3,11,9921
Ross,This is the hardest letter I?ve ever had to write.,"[This, is, the, hardest, letter, I?ve, ever, had, to, write, .]",3,11,9922
Ross,What the hell?s a matter with you?,"[What, the, hell?s, a, matter, with, you, ?]",3,11,9923
Ross,How do you think Joey?s going to react when he finds out that you blew off his sister with a letter?,"[How, do, you, think, Joey?s, going, to, react, when, he, finds, out, that, you, blew, off, his, sister, with, a, letter, ?]",3,11,9924
Chandler,"Well, that?s the part where you tell him that I moved to France. When actually I?ll be in Cuba.","[Well, ,, that?s, the, part, where, you, tell, him, that, I, moved, to, France, ., When, actually, I?ll, be, in, Cuba, .]",3,11,9925
Ross,"All right, look, look, you?ve got to do this yourself, okay in person.","[All, right, ,, look, ,, look, ,, you?ve, got, to, do, this, yourself, ,, okay, in, person, .]",3,11,9926
Ross,At least you know her name.,"[At, least, you, know, her, name, .]",3,11,9927
Ross,"You just go to the house and you ask for Mary-Angela, okay, when which ever one she is comes to the door, you take her for a walk, you let her down easy.","[You, just, go, to, the, house, and, you, ask, for, Mary, -, Angela, ,, okay, ,, when, which, ever, one, she, is, comes, to, the, door, ,, you, take, her, for, a, walk, ,, you, let, her, down, easy, .]",3,11,9928
Chandler,What if Mary-Angela comes to the door and I ask for Mary-Angela?,"[What, if, Mary, -, Angela, comes, to, the, door, and, I, ask, for, Mary, -, Angela, ?]",3,11,9929
Ross,Where in Cuba?,"[Where, in, Cuba, ?]",3,11,9930
Chandler,Hey.,"[Hey, .]",6,14,9848
Ross,"You uh, you may have been right about Jill.","[You, uh, ,, you, may, have, been, right, about, Jill, .]",6,14,9849
Rachel,Oh! I knew it! What happened?,"[Oh, !, I, knew, it, !, What, happened, ?]",6,14,9850
Ross,"Umm, she kissed me.","[Umm, ,, she, kissed, me, .]",6,14,9851
Rachel,What?! You kissed!,"[What, ?, !, You, kissed, !]",6,14,9852
Joey,All right.,"[All, right, .]",6,6,9853
Chandler,"Okay, here you go.  I have two queens, what do you have?","[Okay, ,, here, you, go, .,  , I, have, two, queens, ,, what, do, you, have, ?]",6,6,9854
Joey,A two and a five.,"[A, two, and, a, five, .]",6,6,9855
Chandler,"Ho-ho, you win! 50 dollars!","[Ho, -, ho, ,, you, win, !, 50, dollars, !]",6,6,9856
Joey,Really?!,"[Really, ?, !]",6,6,9857
Chandler,"Oh yeah! Okay, let's play again.  What do you got?","[Oh, yeah, !, Okay, ,, let, 's, play, again, .,  , What, do, you, got, ?]",6,6,9858
Joey,A four and a nine.,"[A, four, and, a, nine, .]",6,6,9859
Chandler,You're kidding right?,"[You, 're, kidding, right, ?]",6,6,9860
Joey,No. Why?,"[No, ., Why, ?]",6,6,9861
Chandler,Well that's a full cup!,"[Well, that, 's, a, full, cup, !]",6,6,9862
Joey,Damn! I am good at Cups!,"[Damn, !, I, am, good, at, Cups, !]",6,6,9863
Rachel,What? Why? Where are you?,"[What, ?, Why, ?, Where, are, you, ?]",7,24,9864
Joey,I'm still on the set!,"[I, 'm, still, on, the, set, !]",7,24,9865
Rachel,Joey! The wedding is in less than an hour!,"[Joey, !, The, wedding, is, in, less, than, an, hour, !]",7,24,9866
Joey,"I know! I'm sorry! The guy's drunk, they won't let me go until we get this.","[I, know, !, I, 'm, sorry, !, The, guy, 's, drunk, ,, they, wo, n't, let, me, go, until, we, get, this, .]",7,24,9867
Rachel,Oh my God! I'm gonna have to find another minister.,"[Oh, my, God, !, I, 'm, gon, na, have, to, find, another, minister, .]",7,24,9868
Joey,"No! No, I'm the minister! Alright, look-look, put 'em both on the phone, I'll marry them right now.","[No, !, No, ,, I, 'm, the, minister, !, Alright, ,, look, -, look, ,, put, 'em, both, on, the, phone, ,, I, 'll, marry, them, right, now, .]",7,24,9869
Rachel,"Ugh! Joey, I have to go.","[Ugh, !, Joey, ,, I, have, to, go, .]",7,24,9870
Joey,Hey! Don't you hang up on me! I'll marry you and me right now! I have the power!,"[Hey, !, Do, n't, you, hang, up, on, me, !, I, 'll, marry, you, and, me, right, now, !, I, have, the, power, !]",7,24,9871
Phoebe,Oh hey Joey! What's up?,"[Oh, hey, Joey, !, What, 's, up, ?]",5,22,9872
Joey,"I can't decide which route to take to Vegas. Hey, you've traveled a lot right?","[I, ca, n't, decide, which, route, to, take, to, Vegas, ., Hey, ,, you, 've, traveled, a, lot, right, ?]",5,22,9873
Phoebe,"Yeah, I've been around.","[Yeah, ,, I, 've, been, around, .]",5,22,9874
Joey,"Okay, so-so which route should I take the northern route or the southern route?","[Okay, ,, so, -, so, which, route, should, I, take, the, northern, route, or, the, southern, route, ?]",5,22,9875
Phoebe,"Ooh, if you take the northern route there's a man in Illinois with a beard of bees.","[Ooh, ,, if, you, take, the, northern, route, there, 's, a, man, in, Illinois, with, a, beard, of, bees, .]",5,22,9876
Joey,Great! Problem solved!,"[Great, !, Problem, solved, !]",5,22,9879
Joey,"Estelle, you gotta get me some work. I-I lost my health insurance.","[Estelle, ,, you, got, ta, get, me, some, work, ., I, -, I, lost, my, health, insurance, .]",6,4,9880
Estelle,"All right, first thing we gotta do, damage control.","[All, right, ,, first, thing, we, got, ta, do, ,, damage, control, .]",6,4,9881
Joey,Why?,"[Why, ?]",6,4,9882
Estelle,"Well, I think uhh, someone out there may have been bad mouthing you all over town.","[Well, ,, I, think, uhh, ,, someone, out, there, may, have, been, bad, mouthing, you, all, over, town, .]",6,4,9883
Joey,Bastard!,"[Bastard, !]",6,4,9884
Phoebe,You mean whenever Monica and Chandler where like y'know doing laundry or going grocery shopping or-Oh!,"[You, mean, whenever, Monica, and, Chandler, where, like, y'know, doing, laundry, or, going, grocery, shopping, or, -, Oh, !]",5,14,9885
Phoebe,All that time Monica spent on the phone with sad Linda from camp!,"[All, that, time, Monica, spent, on, the, phone, with, sad, Linda, from, camp, !]",5,14,9886
Rachel,"Uh-huh, doing it. Doing it. Phone doing it.","[Uh, -, huh, ,, doing, it, ., Doing, it, ., Phone, doing, it, .]",5,14,9887
Phoebe,"Oh, I can't believe it!","[Oh, ,, I, ca, n't, believe, it, !]",5,14,9889
Phoebe,I mean I think it's great!,"[I, mean, I, think, it, 's, great, !]",5,14,9890
Phoebe,For him.,"[For, him, .]",5,14,9891
Phoebe,She might be able to do better.,"[She, might, be, able, to, do, better, .]",5,14,9892
Joey,Hey guys!,"[Hey, guys, !]",5,14,9893
Rachel,Joey! Come here! Come here!,"[Joey, !, Come, here, !, Come, here, !]",5,14,9894
Rachel,Phoebe just found out about Monica and Chandler.,"[Phoebe, just, found, out, about, Monica, and, Chandler, .]",5,14,9896
Joey,You mean how they're friends and nothing more?,"[You, mean, how, they, 're, friends, and, nothing, more, ?]",5,14,9897
Rachel,"No. Joey, she","[No, ., Joey, ,, she]",5,14,9898
Phoebe,"Okay, so now they know that you know and they don't know that Rachel knows?","[Okay, ,, so, now, they, know, that, you, know, and, they, do, n't, know, that, Rachel, knows, ?]",5,14,9899
Joey,"Yes, but y'know what?","[Yes, ,, but, y'know, what, ?]",5,14,9900
Joey,It doesn't matter who knows what.,"[It, does, n't, matter, who, knows, what, .]",5,14,9901
Joey,"Now, enough of us know that we can just tell them that we know!","[Now, ,, enough, of, us, know, that, we, can, just, tell, them, that, we, know, !]",5,14,9902
Joey,Then all the lying and the secrets would finally be over!,"[Then, all, the, lying, and, the, secrets, would, finally, be, over, !]",5,14,9903
Chandler,"It's a tradition, like the parade. If the parade decided it was gay, moved out, and abandoned its entire family.","[It, 's, a, tradition, ,, like, the, parade, ., If, the, parade, decided, it, was, gay, ,, moved, out, ,, and, abandoned, its, entire, family, .]",5,8,9904
Phoebe,"Y'know, you're friend's getting married, it's gotta change things.","[Y'know, ,, you, 're, friend, 's, getting, married, ,, it, 's, got, ta, change, things, .]",7,21,9905
Rachel,You really think it would be that different?,"[You, really, think, it, would, be, that, different, ?]",7,21,9906
Phoebe,How could it not be?,"[How, could, it, not, be, ?]",7,21,9907
Phoebe,"I mean pretty soon they're gonna be having kids, and then they're just gonna be hanging out with other couples who have kids.","[I, mean, pretty, soon, they, 're, gon, na, be, having, kids, ,, and, then, they, 're, just, gon, na, be, hanging, out, with, other, couples, who, have, kids, .]",7,21,9908
Phoebe,And then maybe they're gonna have to leave the city to be near a,"[And, then, maybe, they, 're, gon, na, have, to, leave, the, city, to, be, near, a]",7,21,9909
Rachel,"Well, things change.","[Well, ,, things, change, .]",7,21,9910
Joey,I don't want them to move to a,"[I, do, n't, want, them, to, move, to, a]",7,21,9911
Ross,It'll be okay Joe.,"[It, 'll, be, okay, Joe, .]",7,21,9912
Rachel,Its still there!,"[Its, still, there, !]",7,11,9913
Chandler,Mrs. Braverman must be out.,"[Mrs., Braverman, must, be, out, .]",7,11,9914
Rachel,She could be out of town. Maybe she'll be gone for months.,"[She, could, be, out, of, town, ., Maybe, she, 'll, be, gone, for, months, .]",7,11,9915
Chandler,"By then, the cheesecake may have gone bad. We don't want her to come back to bad cheesecake.","[By, then, ,, the, cheesecake, may, have, gone, bad, ., We, do, n't, want, her, to, come, back, to, bad, cheesecake, .]",7,11,9916
Rachel,No that could kill her.,"[No, that, could, kill, her, .]",7,11,9917
Chandler,"Well, we don't want that.","[Well, ,, we, do, n't, want, that, .]",7,11,9918
Rachel,"No, so we're protecting her.","[No, ,, so, we, 're, protecting, her, .]",7,11,9919
Chandler,But we should take it.,"[But, we, should, take, it, .]",7,11,9920
Rachel,But we should move quick.,"[But, we, should, move, quick, .]",7,11,9921
Chandler,Why?,"[Why, ?]",7,11,9922
Rachel,Because I think I just heard her moving around in there.,"[Because, I, think, I, just, heard, her, moving, around, in, there, .]",7,11,9923
Chandler,Go! Go! Go! Go! Go! Go! Go! Go! Go! Go!,"[Go, !, Go, !, Go, !, Go, !, Go, !, Go, !, Go, !, Go, !, Go, !, Go, !]",7,11,9924
Chandler,"Hey, Kicky. What're you doing?","[Hey, ,, Kicky, ., What, 're, you, doing, ?]",1,13,9925
Joey,Just trying to get comfortable. I can't sleep in my underwear.,"[Just, trying, to, get, comfortable, ., I, ca, n't, sleep, in, my, underwear, .]",1,13,9926
Chandler,"Well, you're gonna.","[Well, ,, you, 're, gon, na, .]",1,13,9927
Joey,"I've been thinking. Y'know, about how I'm always seeing girls on top of girls...","[I, 've, been, thinking, ., Y'know, ,, about, how, I, 'm, always, seeing, girls, on, top, of, girls, ...]",1,13,9928
Chandler,"Are they end to end, or tall like pancakes?","[Are, they, end, to, end, ,, or, tall, like, pancakes, ?]",1,13,9929
Joey,"Y'know what I mean, about how I'm always going out with all these women.","[Y'know, what, I, mean, ,, about, how, I, 'm, always, going, out, with, all, these, women, .]",1,13,9930
Joey,"And I always figured, when the right one comes along, I'd be able to be a stand-up guy and go the distance, y'know?","[And, I, always, figured, ,, when, the, right, one, comes, along, ,, I, 'd, be, able, to, be, a, stand, -, up, guy, and, go, the, distance, ,, y'know, ?]",1,13,9931
Joey,"Now I'm looking at my dad, thinking...","[Now, I, 'm, looking, at, my, dad, ,, thinking, ...]",1,13,9932
Chandler,"Hey, you're not him.","[Hey, ,, you, 're, not, him, .]",1,13,9933
Chandler,You're you.,"[You, 're, you, .]",1,13,9934
Chandler,"When they were all over you to go into your father's pipe-fitting business, did you cave?","[When, they, were, all, over, you, to, go, into, your, father, 's, pipe, -, fitting, business, ,, did, you, cave, ?]",1,13,9935
Joey,No.,"[No, .]",1,13,9936
Chandler,No.,"[No, .]",1,13,9937
Chandler,You decided to go into the out-of-work actor business.,"[You, decided, to, go, into, the, out, -, of, -, work, actor, business, .]",1,13,9938
Chandler,"Now that wasn't easy, but you did it!","[Now, that, was, n't, easy, ,, but, you, did, it, !]",1,13,9939
Chandler,"And I'd like to believe that when the right woman comes along, you will have the courage and the guts to say ""No thanks, I'm married.""","[And, I, 'd, like, to, believe, that, when, the, right, woman, comes, along, ,, you, will, have, the, courage, and, the, guts, to, say, "", No, thanks, ,, I, 'm, married, ., ""]",1,13,9940
Joey,You really think so?,"[You, really, think, so, ?]",1,13,9941
Chandler,Yeah. I really do.,"[Yeah, ., I, really, do, .]",1,13,9942
Joey,"Thanks, Chandler.","[Thanks, ,, Chandler, .]",1,13,9943
Chandler,Get off!,"[Get, off, !]",1,13,9944
Joey,Hi.,"[Hi, .]",8,21,9945
The Cooking Teacher,"Your Fettuccini Alfredo looks a little dry, did you use all your cheese?","[Your, Fettuccini, Alfredo, looks, a, little, dry, ,, did, you, use, all, your, cheese, ?]",8,21,9946
Joey,"When you say used, do you mean eat as a pre-cooking snack?","[When, you, say, used, ,, do, you, mean, eat, as, a, pre, -, cooking, snack, ?]",8,21,9947
The Cooking Teacher,And the cream?,"[And, the, cream, ?]",8,21,9948
Joey,Cheese makes me thirsty.,"[Cheese, makes, me, thirsty, .]",8,21,9949
The Cooking Teacher,Okay. Let's move on.,"[Okay, ., Let, 's, move, on, .]",8,21,9950
Joey,All right.,"[All, right, .]",8,21,9951
The Cooking Teacher,Oh! Something smells good over at Monica's station!  Oh my God! This is absolutely amazing! You've never made this before?,"[Oh, !, Something, smells, good, over, at, Monica, 's, station, !,  , Oh, my, God, !, This, is, absolutely, amazing, !, You, 've, never, made, this, before, ?]",8,21,9952
Monica,Oh no!,"[Oh, no, !]",8,21,9953
Monica,I don't know anything about cooking.,"[I, do, n't, know, anything, about, cooking, .]",8,21,9954
Monica,"I had to ask someone what it's called when the, when the water makes those little bubbles.","[I, had, to, ask, someone, what, it, 's, called, when, the, ,, when, the, water, makes, those, little, bubbles, .]",8,21,9955
The Cooking Teacher,"Well, hats off to the chef.","[Well, ,, hats, off, to, the, chef, .]",8,21,9956
Monica,"I-I-I'm sorry, your-your mouth was full, I didn't hear what you said. Umm, hats off to who now?","[I, -, I, -, I'm, sorry, ,, your, -, your, mouth, was, full, ,, I, did, n't, hear, what, you, said, ., Umm, ,, hats, off, to, who, now, ?]",8,21,9957
The Cooking Teacher,The chef!,"[The, chef, !]",8,21,9958
Monica,That's right.,"[That, 's, right, .]",8,21,9959
All,"Hey, Pheebs.","[Hey, ,, Pheebs, .]",1,13,9960
Phoebe,Hey.,"[Hey, .]",1,13,9961
Monica,How's it going?,"[How, 's, it, going, ?]",1,13,9962
Phoebe,Good. Oh oh! Roger's having a dinner thing and he wanted me to invite you guys.,"[Good, ., Oh, oh, !, Roger, 's, having, a, dinner, thing, and, he, wanted, me, to, invite, you, guys, .]",1,13,9963
Phoebe,So what's going on?,"[So, what, 's, going, on, ?]",1,13,9964
Monica,"Nothing, um, it's just, um... It's Roger.","[Nothing, ,, um, ,, it, 's, just, ,, um, ..., It, 's, Roger, .]",1,13,9965
Ross,"I dunno, there's just something about...","[I, dunno, ,, there, 's, just, something, about, ...]",1,13,9966
Chandler,Basically we just feel that he's...,"[Basically, we, just, feel, that, he, 's, ...]",1,13,9967
Rachel,We hate that guy.,"[We, hate, that, guy, .]",1,13,9968
All,Yeah. Hate him.,"[Yeah, ., Hate, him, .]",1,13,9969
Ross,"We're sorry, Pheebs, we're sorry.","[We, 're, sorry, ,, Pheebs, ,, we, 're, sorry, .]",1,13,9970
Phoebe,Uh-huh.,"[Uh, -, huh, .]",1,13,9971
Phoebe,Okay.,"[Okay, .]",1,13,9972
Phoebe,"Okay, don't you think, maybe, though, it's just that he's so perceptive that it freaks you out?","[Okay, ,, do, n't, you, think, ,, maybe, ,, though, ,, it, 's, just, that, he, 's, so, perceptive, that, it, freaks, you, out, ?]",1,13,9973
All,"...No, we hate him.","[..., No, ,, we, hate, him, .]",1,13,9974
Rachel,We're sorry.,"[We, 're, sorry, .]",1,13,9975
Ross,Hey!,"[Hey, !]",4,8,9976
Joey,Hey!,"[Hey, !]",4,8,9977
Ross,What are you doing?,"[What, are, you, doing, ?]",4,8,9978
Joey,I'm sending back all this stuff that Chandler bought out of guilt.,"[I, 'm, sending, back, all, this, stuff, that, Chandler, bought, out, of, guilt, .]",4,8,9979
Chandler,Yes that was mine.,"[Yes, that, was, mine, .]",5,5,9980
Joey,Cause I figured you'd hooked up with some girl and she'd left it there.,"[Cause, I, figured, you, 'd, hooked, up, with, some, girl, and, she, 'd, left, it, there, .]",5,5,9981
Chandler,Yes that would have made more sense.,"[Yes, that, would, have, made, more, sense, .]",5,5,9982
Joey,"Y'know, I-I don't even feel like I know you anymore man!","[Y'know, ,, I, -, I, do, n't, even, feel, like, I, know, you, anymore, man, !]",5,5,9983
Joey,"All right, look, I'm just gonna ask you this one time.","[All, right, ,, look, ,, I, 'm, just, gon, na, ask, you, this, one, time, .]",5,5,9984
Joey,"And whatever you say, I'll believe ya.","[And, whatever, you, say, ,, I, 'll, believe, ya, .]",5,5,9985
Joey,"Were you, or were you not on a gay cruise?","[Were, you, ,, or, were, you, not, on, a, gay, cruise, ?]",5,5,9986
Chandler,"Oh hey! There's some kids playing in the street, you wanna go down there and give them a project, ruin their day?","[Oh, hey, !, There, 's, some, kids, playing, in, the, street, ,, you, wanna, go, down, there, and, give, them, a, project, ,, ruin, their, day, ?]",5,10,9988
Ross,"Hey, if they have a ball maybe you can stick razor blades in it and teach them a new game, Gonna Need Stitches Ball.","[Hey, ,, if, they, have, a, ball, maybe, you, can, stick, razor, blades, in, it, and, teach, them, a, new, game, ,, Gon, na, Need, Stitches, Ball, .]",5,10,9989
Ross,She said what?,"[She, said, what, ?]",4,23,9990
Emily,"She said, ""If I'm not gonna be happy getting married somewhere that we find in a day, well then we should just postpone it.""","[She, said, ,, "", If, I, 'm, not, gon, na, be, happy, getting, married, somewhere, that, we, find, in, a, day, ,, well, then, we, should, just, postpone, it, ., ""]",4,23,9991
Ross,Postpone it?,"[Postpone, it, ?]",4,23,9992
Ross,"Emily, do you think Monica realises how much our parents spent on this wedding?","[Emily, ,, do, you, think, Monica, realises, how, much, our, parents, spent, on, this, wedding, ?]",4,23,9993
Ross,"Do you my sister's teeny-tiny little brain comprehends that people took time out of their lives to fly thousands of miles to be here, huh?","[Do, you, my, sister, 's, teeny, -, tiny, little, brain, comprehends, that, people, took, time, out, of, their, lives, to, fly, thousands, of, miles, to, be, here, ,, huh, ?]",4,23,9994
Ross,This isn't right.,"[This, is, n't, right, .]",4,23,9995
Emily,"I realize that people are going to be disappointed. But, I'm sure they'll come back when we can do it right.","[I, realize, that, people, are, going, to, be, disappointed, ., But, ,, I, 'm, sure, they, 'll, come, back, when, we, can, do, it, right, .]",4,23,9996
Ross,I can't ask people to do that? Would you ask people to do that?,"[I, ca, n't, ask, people, to, do, that, ?, Would, you, ask, people, to, do, that, ?]",4,23,9997
Emily,Don't you point your pants at me!,"[Do, n't, you, point, your, pants, at, me, !]",4,23,9998
Emily,We have no choice!,"[We, have, no, choice, !]",4,23,9999
Emily,"Anywhere that's half-decent would've be booked months ago, Ross don't you understand?","[Anywhere, that, 's, half, -, decent, would, 've, be, booked, months, ago, ,, Ross, do, n't, you, understand, ?]",4,23,10000
Emily,This is our wedding I'm talking about.,"[This, is, our, wedding, I, 'm, talking, about, .]",4,23,10001
Ross,The only thing I understand is postponing it is not an option. This is when we're getting married.,"[The, only, thing, I, understand, is, postponing, it, is, not, an, option, ., This, is, when, we, 're, getting, married, .]",4,23,10002
Emily,So what are you saying? It's now or never?,"[So, what, are, you, saying, ?, It, 's, now, or, never, ?]",4,23,10003
Ross,No. I'm saying it's now.,"[No, ., I, 'm, saying, it, 's, now, .]",4,23,10004
Emily,Or?,"[Or, ?]",4,23,10005
Ross,There's no 'or' in mind. What is wrong with these pants?!!,"[There, 's, no, ', or, ', in, mind, ., What, is, wrong, with, these, pants, ?, !, !]",4,23,10006
Emily,It's not the pants.,"[It, 's, not, the, pants, .]",4,23,10007
Emily,It's you that is backwards.,"[It, 's, you, that, is, backwards, .]",4,23,10008
Emily,"And if, and if you don't understand how important this is to me, well then, perhaps we shouldn't get married at all!","[And, if, ,, and, if, you, do, n't, understand, how, important, this, is, to, me, ,, well, then, ,, perhaps, we, should, n't, get, married, at, all, !]",4,23,10009
Ross,"No, wait! Emily! No, wait, stop! Emily, please-","[No, ,, wait, !, Emily, !, No, ,, wait, ,, stop, !, Emily, ,, please-]",4,23,10010
Monica,"Hi, honey.","[Hi, ,, honey, .]",6,22,10011
Chandler,See you later.,"[See, you, later, .]",6,22,10012
Monica,"What? I-I bought groceries, I was gonna make you dinner!","[What, ?, I, -, I, bought, groceries, ,, I, was, gon, na, make, you, dinner, !]",6,22,10013
Chandler,Well next time ask! Or at least wait for me to ask!,"[Well, next, time, ask, !, Or, at, least, wait, for, me, to, ask, !]",6,22,10014
The Museum Official,"Hi, this is Heldi from the Morgan Chase museum. I'm calling for Monica Geller.","[Hi, ,, this, is, Heldi, from, the, Morgan, Chase, museum, ., I, 'm, calling, for, Monica, Geller, .]",6,22,10015
Monica,Oh no!,"[Oh, no, !]",6,22,10016
The Museum Official,"I want to let her know that there was a cancellation and if she's still interested in having the Bing-Geller wedding at our facility, it is available","[I, want, to, let, her, know, that, there, was, a, cancellation, and, if, she, 's, still, interested, in, having, the, Bing, -, Geller, wedding, at, our, facility, ,, it, is, available]",6,22,10017
Monica,"Oh please, he didn't hear it! He didn't hear it!!","[Oh, please, ,, he, did, n't, hear, it, !, He, did, n't, hear, it, !, !]",6,22,10018
